Feature_ID,Feature_Name,Clean_Feature_Name,Target,Diameter,lat,lng,Continent,Ethnicity,Feature_Type,Feature_Type_Code,Approval_Date,Origin,Feature,Article,Singular,Plural,Description,Venus
308,Anya,Anya,Venus,18.1,39.5,297.8,Europe,Russia,Craters,AA,1985,Russian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
313,Apakura Tholus,Apakura Tholus,Venus,10,40.3,208.8,Oceania,New Zealand,Tholi,TH,2006,Māori (New Zealand) goddess of justice.,"Tholus, tholi",A,Tholus,tholi,a small domical mountain or hill,miscellaneous goddesses
316,Apgar Patera,Apgar Patera,Venus,126,43.1,83.8,North America,American,Paterae,PE,1991,Virginia; American doctor (1909-1974).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
317,Aphrodite Terra,Aphrodite Terra,Venus,10000,-5.8,104.8,Europe,Greek,Terrae,TA,1979,Greek goddess of love.,"Terra, terrae",A,Terra,terrae,an extensive land mass or region that contains other surface features,goddesses of love
318,Api Mons,Api Mons,Venus,190,38.9,54.7,Europe,Scythia,Montes,MO,1985,Scythian goddess of earth.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
322,Apisuahts Vallis,Apisuahts Vallis,Venus,550,-66.5,17,North America,Algonquin,Valles,VA,1997,Blackfoot/Algonquin name for planet Venus.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
340,Aramaiti Corona,Aramaiti Corona,Venus,350,-26.3,82,Asia,Persian,Coronae,CR,1994,Persian fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
343,Aranyani Chasma,Aranyani Chasma,Venus,718,69.3,74.4,Asia,India,Chasmata,CM,1985,Indian forest goddess.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
354,Ardwinna Chasma,Ardwinna Chasma,Venus,500,21,197,Europe,Celtic,Chasmata,CM,1997,Continental Celtic wildwood goddess.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
360,Arev Dorsa,Arev Dorsa,Venus,420,-52,216,Asia,Armenian,Dorsa,DO,2000,Armenian female solar deity.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
366,Argimpasa Fluctus,Argimpasa Fluctus,Venus,950,0,175.5,Europe,Scythia,Fluctūs,FL,1997,Scythian goddess of love.,"Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
374,Ariadne,Ariadne,Venus,23.6,43.9,360,Europe,Greek,Craters,AA,1985,Greek first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
376,Arianrod Fossae,Arianrod Fossae,Venus,715,37,239.9,Europe,Celtic,Fossae,FO,1985,Celtic warrior queen.,"Fossa, fossae",A,Fossa,fossae,"a long, narrow, shallow depression",goddesses of war
400,Artemis Chasma,Artemis Chasma,Venus,3087,-41.2,138.5,Europe,Greek,Chasmata,CM,1982,Greek goddess of hunt/moon.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
401,Artemis Corona,Artemis Corona,Venus,2600,-35,135,Europe,Greek,Coronae,CR,1994,Named from associated chasma.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
404,Artio Chasma,Artio Chasma,Venus,450,-35.5,39,Europe,Celtic,Chasmata,CM,1997,Celtic wildlife bear-goddess.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
407,Arubani Fluctus,Arubani Fluctus,Venus,620,-55,132,Asia,Urartu,Fluctūs,FL,1997,Urartu supreme goddess.,"Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
409,Aruru Corona,Aruru Corona,Venus,450,9,262,Asia,Sumerian,Coronae,CR,1994,Sumerian earth goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
423,Asherat Colles,Asherat Colles,Venus,500,12,162,Asia,Phoenician,Colles,CO,2003,"Phoenician goddess known as ""Asherat-of-the-Sea.""",Colles,A,Colles,colles,a collection of small hills or knobs,sea goddesses
424,Ashnan Corona,Ashnan Corona,Venus,300,50.2,357,Asia,Sumerian,Coronae,CR,1994,Sumerian harvest goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
425,Ashtart Tholus,Ashtart Tholus,Venus,138,48.7,247,Asia,Phoenician,Tholi,TH,1985,"Phoenician goddess of love, fertility and war; personification of planet Venus.","Tholus, tholi",A,Tholus,tholi,a small domical mountain or hill,miscellaneous goddesses
427,Asiaq Dorsa,Asiaq Dorsa,Venus,400,-53,55,North America,Eskimo,Dorsa,DO,1997,Eskimo weather goddess.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
428,Asintmah Corona,Asintmah Corona,Venus,150,25.9,208,North America,Canada,Coronae,CR,2006,Athabaskan (W. Canada Subarctic) Earth and nature goddess; the first woman on Earth.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
430,Asmik,Asmik,Venus,19.5,3.9,166.4,Asia,Armenian,Craters,AA,1994,Armenian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
431,Asomama Corona,Asomama Corona,Venus,180,23.3,21.6,South and Central America,Peru,Coronae,CR,2000,Quechua potato goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
433,Aspasia Corona,Aspasia Corona,Venus,200,56.1,189.1,Europe,Greek,Coronae,CR,1997,One of most outstanding women of ancient Greece (c. 470-429 B.C.).,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
6785,[Aspasia Patera],Aspasia Patera,Venus,200,56.4,189,Europe,Greek,Paterae,PE,1985,One of most outstanding women of ancient Greece (c. 470-429 B.C.).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
437,Asteria Regio,Asteria Regio,Venus,1131,21.6,267.5,Europe,Greek,Regiones,RE,1982,Greek Titaness.,"Regio, regiones",A,Regio,regiones,a large area that is strongly differentiated in color or brightness from its surroundings,giantesses and titanesses (and two after Greek letters of the alphabet)
439,Astkhik Planum,Astkhik Planum,Venus,2000,-45,20,Asia,Armenian,Plana,PM,1997,Armenian goddess of love.,"Planum, plana",A,Planum,plana,a plateau or high plain,goddesses of prosperity
441,Astrid,Astrid,Venus,10.5,-21.4,335.2,Europe,Scandinavian,Craters,AA,1991,Scandinavian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
444,Atahensik Corona,Atahensik Corona,Venus,700,-19,170,North America,Iroquois,Coronae,CR,1997,"Huron/Iroquois goddess, creator of the sun and moon.","Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
445,Atai Mons,Atai Mons,Venus,250,-22,291,Africa,Ghana,Montes,MO,1997,Efik (Ghana) wife of sky god Abassi.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
447,Atalanta Planitia,Atalanta Planitia,Venus,2050,45.6,165.8,Europe,Greek,Planitiae,PL,1982,Greek mythical heroine.,"Planitia, planitiae",A,Planitia,planitiae,a low plain,mythological heroines
448,Atanua Mons,Atanua Mons,Venus,1000,9.5,308.9,Oceania,Marquesas Islands,Montes,MO,1997,Dawn goddess from Marquesas Islands.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
449,Atargatis Corona,Atargatis Corona,Venus,360,-8,8.6,Asia,Turkey,Coronae,CR,1994,Hittite fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
452,Atete Corona,Atete Corona,Venus,600,-16,243.5,Africa,Ethiopia,Coronae,CR,1994,Oromo (Ethiopia) fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
454,Athena Tessera,Athena Tessera,Venus,1800,35,175,Europe,Greek,Tesserae,TE,1997,Greek goddess of wisdom.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
455,Atira Mons,Atira Mons,Venus,152,52.2,267.6,North America,Pawnee,Montes,MO,1985,Pawnee (N. America) wife of Great Spirit Tirawa.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
456,Atla Regio,Atla Regio,Venus,3200,9.2,200.1,Europe,Norway,Regiones,RE,1982,"Norse giantess, mother of Heimdall.","Regio, regiones",A,Regio,regiones,a large area that is strongly differentiated in color or brightness from its surroundings,giantesses and titanesses (and two after Greek letters of the alphabet)
461,Atropos Tessera,Atropos Tessera,Venus,469,71.5,304,Europe,Greek,Tesserae,TE,1985,Greek; one of three Fates.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
462,Atse Estsan Corona,Atse Estsan Corona,Venus,150,8.5,92,North America,Navajo,Coronae,CR,1994,Navajo fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
463,Atsyrkhus Mons,Atsyrkhus Mons,Venus,170,-78.5,227,Europe,Caucasus,Montes,MO,1997,"Ossetian, daughter of sun god Khur.","Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
464,Attabeira Corona,Attabeira Corona,Venus,240,-1.5,211.5,North America,Puerto Rico,Coronae,CR,2003,Taino (Puerto Rico) fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
467,Audhumla Corona,Audhumla Corona,Venus,225,45.5,12,Europe,Norse,Coronae,CR,1994,Norse primordial nourisher.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
469,Audra Planitia,Audra Planitia,Venus,1900,61,72,Europe,Lithuania,Planitiae,PL,1991,Lithuanian sea mistress.,"Planitia, planitiae",A,Planitia,planitiae,a low plain,mythological heroines
470,Audrey,Audrey,Venus,15.2,23.8,348.1,Europe,England,Craters,AA,1994,English first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
472,Aurelia,Aurelia,Venus,31.1,20.3,331.8,Europe,Roman,Craters,AA,1991,Mother of Julius Caesar.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
478,Auska Dorsum,Auska Dorsum,Venus,361,59.9,357.8,Europe,Lithuania,Dorsa,DO,1985,Lithuanian goddess of sun rays.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
498,Aušrā Dorsa,Ausra Dorsa,Venus,859,49.4,25.3,Europe,Lithuania,Dorsa,DO,1985,Lithuanian dawn goddess.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
483,Austen,Austen,Venus,45.1,-25,168.4,Europe,England,Craters,AA,1994,Jane; English novelist (1775-1817).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
492,Austrina Vallis,Austrina Vallis,Venus,600,-49.5,177,Europe,Latvia,Valles,VA,1997,Latvian name for planet Venus.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
502,Avene,Avene,Venus,10,40.4,149.4,Africa,Ghana,Craters,AA,1997,Akan (Ghana) first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
508,Avfruvva Vallis,Avfruvva Vallis,Venus,70,2,70,Europe,Finland,Valles,VA,1994,Saami (Lapp) river goddess.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
512,Avviyar,Avviyar,Venus,20.6,-18,353.7,Asia,India,Craters,AA,1991,Tamil poet (c. 100 B.C.).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
513,Awenhai Mons,Awenhai Mons,Venus,100,-60,248,North America,Iroquois,Montes,MO,1997,Mohawk/Iroquois fertility goddess.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
518,Ayana,Ayana,Venus,13.8,-29.2,175.5,Europe,Russia,Craters,AA,1994,Altai first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
519,Ayashe,Ayashe,Venus,6.7,22.7,31.4,Africa,Nigeria,Craters,AA,1997,Hausa first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
520,Ayisatu,Ayisatu,Venus,7,34.6,5.5,Africa,Mali,Craters,AA,1997,Fulbe first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
522,Ayrton Patera,Ayrton Patera,Venus,85,6,227.3,Europe,England,Paterae,PE,1994,Hertha M.; English physicist (1854-1923).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
14627,Azham Corona,Azham Corona,Venus,380,66.4,252.7,Europe,Caucasus,Coronae,CR,2009,Karachay and Balkar (N. Caucasus) great goddess of the nature forces.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
14175,Azimua Tholi,Azimua Tholi,Venus,40,-34.05,249.35,Asia,Sumerian,Tholi,TH,2006,Sumerian underworld goddess.,"Tholus, tholi",A,Tholus,tholi,a small domical mountain or hill,miscellaneous goddesses
530,Baba-Jaga Chasma,Baba Jaga Chasma,Venus,580,53.2,49.5,Europe,Slavic,Chasmata,CM,1985,Slavic forest witch.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
538,Bachira,Bachira,Venus,7.3,26.5,10,Africa,Algeria,Craters,AA,1997,Algerian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
540,Bachue Corona,Bachue Corona,Venus,463,73.3,261.4,South and Central America,Colombia,Coronae,CR,1985,Chibcha (Colombia) goddess of fertility.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
547,Badarzewska,Badarzewska,Venus,29.6,-22.6,137.2,Europe,Poland,Craters,AA,1991,Thekla; Polish composer (1834-1861).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
548,Badb Linea,Badb Linea,Venus,1750,14,15,Europe,Ireland,Lineae,LI,1997,Irish war goddess.,"Linea, lineae",A,Linea,lineae,"a general term for any long marking, dark or bright, on a planet's surface",goddesses of war
554,Bagbartu Mons,Bagbartu Mons,Venus,600,65.5,279,Asia,Urartu,Montes,MO,1997,"Urartu goddess, worshipped at Musasir.","Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
650,Ba'het Corona,Bahet Corona,Venus,145,48.4,0.1,Africa,Egypt,Coronae,CR,1997,Egyptian goddess of wealth and abundance.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
6791,[Ba'het Patera],Bahet Patera,Venus,145,48.4,0.1,Africa,Egypt,Paterae,PE,1991,Egyptian goddess of wealth and abundance.,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
